_id,Year,State,Citizen Category,Ethnic Group,Value ('000)
956,2012,KEDAH,Malaysian citizens,Chinese,107.9
957,2012,KEDAH,Malaysian citizens,Indians,51.9
958,2012,KEDAH,Malaysian citizens,Others,7.5
959,2012,KEDAH,Non Malaysian citizens,N.A,56
960,2012,KELANTAN,Total of employed,N.A,578.7
961,2012,KELANTAN,Malaysian citizens,Total Malaysian citizens,546.9
962,2012,KELANTAN,Malaysian citizens,Bumiputera,518.4
963,2012,KELANTAN,Malaysian citizens,Chinese,23.3
964,2012,KELANTAN,Malaysian citizens,Indians,1.7
965,2012,KELANTAN,Malaysian citizens,Others,3.4
966,2012,KELANTAN,Non Malaysian citizens,N.A,31.8
967,2012,MELAKA,Total of employed,N.A,357
968,2012,MELAKA,Malaysian citizens,Total Malaysian citizens,325
969,2012,MELAKA,Malaysian citizens,Bumiputera,215.1
970,2012,MELAKA,Malaysian citizens,Chinese,89.4
971,2012,MELAKA,Malaysian citizens,Indians,19.6
972,2012,MELAKA,Malaysian citizens,Others,0.8
973,2012,MELAKA,Non Malaysian citizens,N.A,32.1
974,2012,N.SEMBILAN,Total of employed,N.A,442.1
975,2012,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,385.7
976,2012,N.SEMBILAN,Malaysian citizens,Bumiputera,233.5
977,2012,N.SEMBILAN,Malaysian citizens,Chinese,93.8
978,2012,N.SEMBILAN,Malaysian citizens,Indians,57.7
979,2012,N.SEMBILAN,Malaysian citizens,Others,0.7
980,2012,N.SEMBILAN,Non Malaysian citizens,N.A,56.4
981,2012,PAHANG,Total of employed,N.A,633.1
982,2012,PAHANG,Malaysian citizens,Total Malaysian citizens,563.9
983,2012,PAHANG,Malaysian citizens,Bumiputera,437.9
984,2012,PAHANG,Malaysian citizens,Chinese,96.2
985,2012,PAHANG,Malaysian citizens,Indians,27.4
986,2012,PAHANG,Malaysian citizens,Others,2.4
987,2012,PAHANG,Non Malaysian citizens,N.A,69.2
988,2012,P.PINANG,Total of employed,N.A,779.8
989,2012,P.PINANG,Malaysian citizens,Total Malaysian citizens,686
990,2012,P.PINANG,Malaysian citizens,Bumiputera,296.4
991,2012,P.PINANG,Malaysian citizens,Chinese,319.9
992,2012,P.PINANG,Malaysian citizens,Indians,67.7
993,2012,P.PINANG,Malaysian citizens,Others,2
994,2012,P.PINANG,Non Malaysian citizens,N.A,93.8
995,2012,PERAK,Total of employed,N.A,927.1
996,2012,PERAK,Malaysian citizens,Total Malaysian citizens,861
997,2012,PERAK,Malaysian citizens,Bumiputera,482
998,2012,PERAK,Malaysian citizens,Chinese,268.7
999,2012,PERAK,Malaysian citizens,Indians,108.1
1000,2012,PERAK,Malaysian citizens,Others,2.2
1001,2012,PERAK,Non Malaysian citizens,N.A,66.1
1002,2012,PERLIS,Total of employed,N.A,87.1
1003,2012,PERLIS,Malaysian citizens,Total Malaysian citizens,82.7
1004,2012,PERLIS,Malaysian citizens,Bumiputera,72.6
1005,2012,PERLIS,Malaysian citizens,Chinese,7.3
1006,2012,PERLIS,Malaysian citizens,Indians,1.1
1007,2012,PERLIS,Malaysian citizens,Others,1.7
1008,2012,PERLIS,Non Malaysian citizens,N.A,4.4
1009,2012,SELANGOR,Total of employed,N.A,2776.1
1010,2012,SELANGOR,Malaysian citizens,Total Malaysian citizens,2392.3
1011,2012,SELANGOR,Malaysian citizens,Bumiputera,1338.7
1012,2012,SELANGOR,Malaysian citizens,Chinese,727.9
1013,2012,SELANGOR,Malaysian citizens,Indians,309.5
1014,2012,SELANGOR,Malaysian citizens,Others,16.1
1015,2012,SELANGOR,Non Malaysian citizens,N.A,383.8
1016,2012,TERENGGANU,Total of employed,N.A,389.6
1017,2012,TERENGGANU,Malaysian citizens,Total Malaysian citizens,372.1
1018,2012,TERENGGANU,Malaysian citizens,Bumiputera,359.9
1019,2012,TERENGGANU,Malaysian citizens,Chinese,10.9
1020,2012,TERENGGANU,Malaysian citizens,Indians,1.1
1021,2012,TERENGGANU,Malaysian citizens,Others,0.2
1022,2012,TERENGGANU,Non Malaysian citizens,N.A,17.5
1023,2012,SABAH,Total of employed,N.A,1537.4
1024,2012,SABAH,Malaysian citizens,Total Malaysian citizens,960.1
1025,2012,SABAH,Malaysian citizens,Bumiputera,777.5
1026,2012,SABAH,Malaysian citizens,Chinese,141.2
1027,2012,SABAH,Malaysian citizens,Indians,10.9
1028,2012,SABAH,Malaysian citizens,Others,30.6
1029,2012,SABAH,Non Malaysian citizens,N.A,577.3
1030,2012,SARAWAK,Total of employed,N.A,1143.9
1031,2012,SARAWAK,Malaysian citizens,Total Malaysian citizens,1029.5
1032,2012,SARAWAK,Malaysian citizens,Bumiputera,761.6
1033,2012,SARAWAK,Malaysian citizens,Chinese,263.6
1034,2012,SARAWAK,Malaysian citizens,Indians,2.2
1035,2012,SARAWAK,Malaysian citizens,Others,2
1036,2012,SARAWAK,Non Malaysian citizens,N.A,114.5
1037,2012,W.P.KUALA LUMPUR,Total of employed,N.A,820.4
1038,2012,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,711
1039,2012,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,317.5
1040,2012,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,318.9
1041,2012,W.P.KUALA LUMPUR,Malaysian citizens,Indians,68.9
1042,2012,W.P.KUALA LUMPUR,Malaysian citizens,Others,5.8
1043,2012,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,109.3
1044,2012,W.P.LABUAN,Total of employed,N.A,39.4
1045,2012,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,34.8
1046,2012,W.P.LABUAN,Malaysian citizens,Bumiputera,29.4
1047,2012,W.P.LABUAN,Malaysian citizens,Chinese,4.7
1048,2012,W.P.LABUAN,Malaysian citizens,Indians,0.3
1049,2012,W.P.LABUAN,Malaysian citizens,Others,0.5
1050,2012,W.P.LABUAN,Non Malaysian citizens,N.A,4.6
1051,2012,W.P.PUTRAJAYA,Total of employed,N.A,40.3
1052,2012,W.P.PUTRAJAYA,Malaysian citizens,Total Malaysian citizens,38.5
1053,2012,W.P.PUTRAJAYA,Malaysian citizens,Bumiputera,37.7
1054,2012,W.P.PUTRAJAYA,Malaysian citizens,Chinese,0.2
1055,2012,W.P.PUTRAJAYA,Malaysian citizens,Indians,0.5
1056,2012,W.P.PUTRAJAYA,Malaysian citizens,Others,0
1057,2012,W.P.PUTRAJAYA,Non Malaysian citizens,N.A,1.9
1058,2011,MALAYSIA,Total of employed,N.A,12351.5
1059,2011,MALAYSIA,Malaysian citizens,Total Malaysian citizens,10595.8
1060,2011,MALAYSIA,Malaysian citizens,Bumiputera,6859.9
1061,2011,MALAYSIA,Malaysian citizens,Chinese,2863.6
1062,2011,MALAYSIA,Malaysian citizens,Indians,798.2
1063,2011,MALAYSIA,Malaysian citizens,Others,74.1
1064,2011,MALAYSIA,Non Malaysian citizens,N.A,1755.6
1065,2011,JOHOR,Total of employed,N.A,1461.9
1066,2011,JOHOR,Malaysian citizens,Total Malaysian citizens,1262.1
1067,2011,JOHOR,Malaysian citizens,Bumiputera,726.7
1068,2011,JOHOR,Malaysian citizens,Chinese,443.3
1069,2011,JOHOR,Malaysian citizens,Indians,88.7
1070,2011,JOHOR,Malaysian citizens,Others,3.4
1071,2011,JOHOR,Non Malaysian citizens,N.A,199.8
1072,2011,KEDAH,Total of employed,N.A,743.4
1073,2011,KEDAH,Malaysian citizens,Total Malaysian citizens,684.6
1074,2011,KEDAH,Malaysian citizens,Bumiputera,523.5
1075,2011,KEDAH,Malaysian citizens,Chinese,102.8
1076,2011,KEDAH,Malaysian citizens,Indians,50.2
1077,2011,KEDAH,Malaysian citizens,Others,8.1
1078,2011,KEDAH,Non Malaysian citizens,N.A,58.8
1079,2011,KELANTAN,Total of employed,N.A,544.6
1080,2011,KELANTAN,Malaysian citizens,Total Malaysian citizens,514
1081,2011,KELANTAN,Malaysian citizens,Bumiputera,484.9
1082,2011,KELANTAN,Malaysian citizens,Chinese,24.2
1083,2011,KELANTAN,Malaysian citizens,Indians,1.8
1084,2011,KELANTAN,Malaysian citizens,Others,3.2
1085,2011,KELANTAN,Non Malaysian citizens,N.A,30.6
1086,2011,MELAKA,Total of employed,N.A,340.8
1087,2011,MELAKA,Malaysian citizens,Total Malaysian citizens,312.4
1088,2011,MELAKA,Malaysian citizens,Bumiputera,203.9
1089,2011,MELAKA,Malaysian citizens,Chinese,88.9
1090,2011,MELAKA,Malaysian citizens,Indians,18.6
1091,2011,MELAKA,Malaysian citizens,Others,1
1092,2011,MELAKA,Non Malaysian citizens,N.A,28.4
1093,2011,N.SEMBILAN,Total of employed,N.A,416.1
1094,2011,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,370.7
1095,2011,N.SEMBILAN,Malaysian citizens,Bumiputera,223.5
1096,2011,N.SEMBILAN,Malaysian citizens,Chinese,90.4
1097,2011,N.SEMBILAN,Malaysian citizens,Indians,56.1
1098,2011,N.SEMBILAN,Malaysian citizens,Others,0.8
1099,2011,N.SEMBILAN,Non Malaysian citizens,N.A,45.4
1100,2011,PAHANG,Total of employed,N.A,608.4
1101,2011,PAHANG,Malaysian citizens,Total Malaysian citizens,542.1
1102,2011,PAHANG,Malaysian citizens,Bumiputera,420.8
1103,2011,PAHANG,Malaysian citizens,Chinese,94.7
1104,2011,PAHANG,Malaysian citizens,Indians,24.4
1105,2011,PAHANG,Malaysian citizens,Others,2.1
1106,2011,PAHANG,Non Malaysian citizens,N.A,66.3
1107,2011,P.PINANG,Total of employed,N.A,772.8
1108,2011,P.PINANG,Malaysian citizens,Total Malaysian citizens,685.4
1109,2011,P.PINANG,Malaysian citizens,Bumiputera,289.7
1110,2011,P.PINANG,Malaysian citizens,Chinese,326.9
1111,2011,P.PINANG,Malaysian citizens,Indians,67.1
1112,2011,P.PINANG,Malaysian citizens,Others,1.7
1113,2011,P.PINANG,Non Malaysian citizens,N.A,87.4
1114,2011,PERAK,Total of employed,N.A,919.7
1115,2011,PERAK,Malaysian citizens,Total Malaysian citizens,856.2
1116,2011,PERAK,Malaysian citizens,Bumiputera,485.9
1117,2011,PERAK,Malaysian citizens,Chinese,259.3
1118,2011,PERAK,Malaysian citizens,Indians,108.8
1119,2011,PERAK,Malaysian citizens,Others,2.3
1120,2011,PERAK,Non Malaysian citizens,N.A,63.5
1121,2011,PERLIS,Total of employed,N.A,83.3
1122,2011,PERLIS,Malaysian citizens,Total Malaysian citizens,79.3
1123,2011,PERLIS,Malaysian citizens,Bumiputera,69.2
1124,2011,PERLIS,Malaysian citizens,Chinese,7.3
1125,2011,PERLIS,Malaysian citizens,Indians,1.1
1126,2011,PERLIS,Malaysian citizens,Others,1.7
1127,2011,PERLIS,Non Malaysian citizens,N.A,4.1
1128,2011,SELANGOR,Total of employed,N.A,2645.2
1129,2011,SELANGOR,Malaysian citizens,Total Malaysian citizens,2273.8
1130,2011,SELANGOR,Malaysian citizens,Bumiputera,1262.4
1131,2011,SELANGOR,Malaysian citizens,Chinese,704.2
1132,2011,SELANGOR,Malaysian citizens,Indians,294.7
1133,2011,SELANGOR,Malaysian citizens,Others,12.4
1134,2011,SELANGOR,Non Malaysian citizens,N.A,371.4
1135,2011,TERENGGANU,Total of employed,N.A,390.3
1136,2011,TERENGGANU,Malaysian citizens,Total Malaysian citizens,372.8
1137,2011,TERENGGANU,Malaysian citizens,Bumiputera,360.7
1138,2011,TERENGGANU,Malaysian citizens,Chinese,11.4
1139,2011,TERENGGANU,Malaysian citizens,Indians,0.4
1140,2011,TERENGGANU,Malaysian citizens,Others,0.2
1141,2011,TERENGGANU,Non Malaysian citizens,N.A,17.5
1142,2011,SABAH,Total of employed,N.A,1474.4
1143,2011,SABAH,Malaysian citizens,Total Malaysian citizens,912.5
1144,2011,SABAH,Malaysian citizens,Bumiputera,729.6
1145,2011,SABAH,Malaysian citizens,Chinese,141.6
1146,2011,SABAH,Malaysian citizens,Indians,10.9
1147,2011,SABAH,Malaysian citizens,Others,30.4
1148,2011,SABAH,Non Malaysian citizens,N.A,561.9
1149,2011,SARAWAK,Total of employed,N.A,1058.1
1150,2011,SARAWAK,Malaysian citizens,Total Malaysian citizens,946.3
1151,2011,SARAWAK,Malaysian citizens,Bumiputera,692.2
1152,2011,SARAWAK,Malaysian citizens,Chinese,249.5
1153,2011,SARAWAK,Malaysian citizens,Indians,3.5
1154,2011,SARAWAK,Malaysian citizens,Others,1.1
1155,2011,SARAWAK,Non Malaysian citizens,N.A,111.8
1156,2011,W.P.KUALA LUMPUR,Total of employed,N.A,812.5
1157,2011,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,709.8
1158,2011,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,319.4
1159,2011,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,314.2
1160,2011,W.P.KUALA LUMPUR,Malaysian citizens,Indians,71.3
1161,2011,W.P.KUALA LUMPUR,Malaysian citizens,Others,4.9
1162,2011,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,102.7
1163,2011,W.P.LABUAN,Total of employed,N.A,38.6
1164,2011,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,34.3
1165,2011,W.P.LABUAN,Malaysian citizens,Bumiputera,28.7
1166,2011,W.P.LABUAN,Malaysian citizens,Chinese,4.7
1167,2011,W.P.LABUAN,Malaysian citizens,Indians,0.1
1168,2011,W.P.LABUAN,Malaysian citizens,Others,0.8
1169,2011,W.P.LABUAN,Non Malaysian citizens,N.A,4.3
1170,2011,W.P.PUTRAJAYA,Total of employed,N.A,41.4
1171,2011,W.P.PUTRAJAYA,Malaysian citizens,Total Malaysian citizens,39.6
1172,2011,W.P.PUTRAJAYA,Malaysian citizens,Bumiputera,38.9
1173,2011,W.P.PUTRAJAYA,Malaysian citizens,Chinese,0.2
1174,2011,W.P.PUTRAJAYA,Malaysian citizens,Indians,0.5
1175,2011,W.P.PUTRAJAYA,Malaysian citizens,Others,0
1176,2011,W.P.PUTRAJAYA,Non Malaysian citizens,N.A,1.8
1177,2010,MALAYSIA,Total of employed,N.A,11899.5
1178,2010,MALAYSIA,Malaysian citizens,Total Malaysian citizens,10216.2
1179,2010,MALAYSIA,Malaysian citizens,Bumiputera,6626.4
1180,2010,MALAYSIA,Malaysian citizens,Chinese,2753.4
1181,2010,MALAYSIA,Malaysian citizens,Indians,764.2
1182,2010,MALAYSIA,Malaysian citizens,Others,72.3
1183,2010,MALAYSIA,Non Malaysian citizens,N.A,1683.2
1184,2010,JOHOR,Total of employed,N.A,1418.8
1185,2010,JOHOR,Malaysian citizens,Total Malaysian citizens,1219.1
1186,2010,JOHOR,Malaysian citizens,Bumiputera,708.1
1187,2010,JOHOR,Malaysian citizens,Chinese,421.8
1188,2010,JOHOR,Malaysian citizens,Indians,85.4
1189,2010,JOHOR,Malaysian citizens,Others,3.9
1190,2010,JOHOR,Non Malaysian citizens,N.A,199.6
1191,2010,KEDAH,Total of employed,N.A,725.7
1192,2010,KEDAH,Malaysian citizens,Total Malaysian citizens,674
1193,2010,KEDAH,Malaysian citizens,Bumiputera,512.8
1194,2010,KEDAH,Malaysian citizens,Chinese,101.6
1195,2010,KEDAH,Malaysian citizens,Indians,52
1196,2010,KEDAH,Malaysian citizens,Others,7.6
1197,2010,KEDAH,Non Malaysian citizens,N.A,51.7
1198,2010,KELANTAN,Total of employed,N.A,534.2
1199,2010,KELANTAN,Malaysian citizens,Total Malaysian citizens,504.3
1200,2010,KELANTAN,Malaysian citizens,Bumiputera,477.3
1201,2010,KELANTAN,Malaysian citizens,Chinese,22.1
1202,2010,KELANTAN,Malaysian citizens,Indians,1.5
1203,2010,KELANTAN,Malaysian citizens,Others,3.5
1204,2010,KELANTAN,Non Malaysian citizens,N.A,29.8
1205,2010,MELAKA,Total of employed,N.A,335.1
1206,2010,MELAKA,Malaysian citizens,Total Malaysian citizens,306.5
1207,2010,MELAKA,Malaysian citizens,Bumiputera,203.3
1208,2010,MELAKA,Malaysian citizens,Chinese,83.6
1209,2010,MELAKA,Malaysian citizens,Indians,18.8
1210,2010,MELAKA,Malaysian citizens,Others,0.8
1211,2010,MELAKA,Non Malaysian citizens,N.A,28.6
1212,2010,N.SEMBILAN,Total of employed,N.A,405.4
1213,2010,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,359.7
1214,2010,N.SEMBILAN,Malaysian citizens,Bumiputera,215.4
1215,2010,N.SEMBILAN,Malaysian citizens,Chinese,88.9
1216,2010,N.SEMBILAN,Malaysian citizens,Indians,54.7
1217,2010,N.SEMBILAN,Malaysian citizens,Others,0.8
1218,2010,N.SEMBILAN,Non Malaysian citizens,N.A,45.7
1219,2010,PAHANG,Total of employed,N.A,591
1220,2010,PAHANG,Malaysian citizens,Total Malaysian citizens,527
1221,2010,PAHANG,Malaysian citizens,Bumiputera,405
1222,2010,PAHANG,Malaysian citizens,Chinese,96.2
1223,2010,PAHANG,Malaysian citizens,Indians,23.8
1224,2010,PAHANG,Malaysian citizens,Others,2
1225,2010,PAHANG,Non Malaysian citizens,N.A,64
1226,2010,P.PINANG,Total of employed,N.A,742.3
1227,2010,P.PINANG,Malaysian citizens,Total Malaysian citizens,659.9
1228,2010,P.PINANG,Malaysian citizens,Bumiputera,274.8
1229,2010,P.PINANG,Malaysian citizens,Chinese,316.7
1230,2010,P.PINANG,Malaysian citizens,Indians,66.6
1231,2010,P.PINANG,Malaysian citizens,Others,1.8
1232,2010,P.PINANG,Non Malaysian citizens,N.A,82.4
1233,2010,PERAK,Total of employed,N.A,878.7
1234,2010,PERAK,Malaysian citizens,Total Malaysian citizens,821.3
1235,2010,PERAK,Malaysian citizens,Bumiputera,464.3
1236,2010,PERAK,Malaysian citizens,Chinese,252.2
1237,2010,PERAK,Malaysian citizens,Indians,102.4
1238,2010,PERAK,Malaysian citizens,Others,2.3
1239,2010,PERAK,Non Malaysian citizens,N.A,57.4
1240,2010,PERLIS,Total of employed,N.A,80.9
1241,2010,PERLIS,Malaysian citizens,Total Malaysian citizens,76.4
1242,2010,PERLIS,Malaysian citizens,Bumiputera,66.6
1243,2010,PERLIS,Malaysian citizens,Chinese,7.1
1244,2010,PERLIS,Malaysian citizens,Indians,1
1245,2010,PERLIS,Malaysian citizens,Others,1.7
1246,2010,PERLIS,Non Malaysian citizens,N.A,4.4
1247,2010,SELANGOR,Total of employed,N.A,2551.1
1248,2010,SELANGOR,Malaysian citizens,Total Malaysian citizens,2199.6
1249,2010,SELANGOR,Malaysian citizens,Bumiputera,1244.8
1250,2010,SELANGOR,Malaysian citizens,Chinese,665
1251,2010,SELANGOR,Malaysian citizens,Indians,280.8
1252,2010,SELANGOR,Malaysian citizens,Others,9.1
1253,2010,SELANGOR,Non Malaysian citizens,N.A,351.5
1254,2010,TERENGGANU,Total of employed,N.A,366.6
1255,2010,TERENGGANU,Malaysian citizens,Total Malaysian citizens,350.3
1256,2010,TERENGGANU,Malaysian citizens,Bumiputera,337.7
1257,2010,TERENGGANU,Malaysian citizens,Chinese,11.4
1258,2010,TERENGGANU,Malaysian citizens,Indians,0.8
1259,2010,TERENGGANU,Malaysian citizens,Others,0.4
1260,2010,TERENGGANU,Non Malaysian citizens,N.A,16.2
1261,2010,SABAH,Total of employed,N.A,1398.6
1262,2010,SABAH,Malaysian citizens,Total Malaysian citizens,855.2
1263,2010,SABAH,Malaysian citizens,Bumiputera,685.4
1264,2010,SABAH,Malaysian citizens,Chinese,133.3
1265,2010,SABAH,Malaysian citizens,Indians,5.2
1266,2010,SABAH,Malaysian citizens,Others,31.3
1267,2010,SABAH,Non Malaysian citizens,N.A,543.4
1268,2010,SARAWAK,Total of employed,N.A,1045.6
1269,2010,SARAWAK,Malaysian citizens,Total Malaysian citizens,934.3
1270,2010,SARAWAK,Malaysian citizens,Bumiputera,692.3
1271,2010,SARAWAK,Malaysian citizens,Chinese,238.8
1272,2010,SARAWAK,Malaysian citizens,Indians,1.3
1273,2010,SARAWAK,Malaysian citizens,Others,2
1274,2010,SARAWAK,Non Malaysian citizens,N.A,111.3
1275,2010,W.P.KUALA LUMPUR,Total of employed,N.A,788
1276,2010,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,695.4
1277,2010,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,311
1278,2010,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,310.2
1279,2010,W.P.KUALA LUMPUR,Malaysian citizens,Indians,69.4
1280,2010,W.P.KUALA LUMPUR,Malaysian citizens,Others,4.8
1281,2010,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,92.7
1282,2010,W.P.LABUAN,Total of employed,N.A,37.6
1283,2010,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,33.2
1284,2010,W.P.LABUAN,Malaysian citizens,Bumiputera,27.7
1285,2010,W.P.LABUAN,Malaysian citizens,Chinese,4.7
1286,2010,W.P.LABUAN,Malaysian citizens,Indians,0.3
1287,2010,W.P.LABUAN,Malaysian citizens,Others,0.5
1288,2010,W.P.LABUAN,Non Malaysian citizens,N.A,4.4
1289,2009,MALAYSIA,Total of employed,N.A,10897.3
1290,2009,MALAYSIA,Malaysian citizens,Total Malaysian citizens,9830.6
1291,2009,MALAYSIA,Malaysian citizens,Bumiputera,6275.7
1292,2009,MALAYSIA,Malaysian citizens,Chinese,2691.3
1293,2009,MALAYSIA,Malaysian citizens,Indians,767.2
1294,2009,MALAYSIA,Malaysian citizens,Others,96.5
1295,2009,MALAYSIA,Non Malaysian citizens,N.A,1066.7
1296,2009,JOHOR,Total of employed,N.A,1306.3
1297,2009,JOHOR,Malaysian citizens,Total Malaysian citizens,1174.4
1298,2009,JOHOR,Malaysian citizens,Bumiputera,659.2
1299,2009,JOHOR,Malaysian citizens,Chinese,423.3
1300,2009,JOHOR,Malaysian citizens,Indians,87.6
1301,2009,JOHOR,Malaysian citizens,Others,4.2
1302,2009,JOHOR,Non Malaysian citizens,N.A,131.9
1303,2009,KEDAH,Total of employed,N.A,701.5
1304,2009,KEDAH,Malaysian citizens,Total Malaysian citizens,677.3
1305,2009,KEDAH,Malaysian citizens,Bumiputera,507.5
1306,2009,KEDAH,Malaysian citizens,Chinese,110.6
1307,2009,KEDAH,Malaysian citizens,Indians,46.5
1308,2009,KEDAH,Malaysian citizens,Others,12.6
1309,2009,KEDAH,Non Malaysian citizens,N.A,24.3
1310,2009,KELANTAN,Total of employed,N.A,505.2
1311,2009,KELANTAN,Malaysian citizens,Total Malaysian citizens,488.3
1312,2009,KELANTAN,Malaysian citizens,Bumiputera,457.4
1313,2009,KELANTAN,Malaysian citizens,Chinese,23.7
1314,2009,KELANTAN,Malaysian citizens,Indians,1.7
1315,2009,KELANTAN,Malaysian citizens,Others,5.5
1316,2009,KELANTAN,Non Malaysian citizens,N.A,16.9
1317,2009,MELAKA,Total of employed,N.A,284
1318,2009,MELAKA,Malaysian citizens,Total Malaysian citizens,264.4
1319,2009,MELAKA,Malaysian citizens,Bumiputera,170
1320,2009,MELAKA,Malaysian citizens,Chinese,77.1
1321,2009,MELAKA,Malaysian citizens,Indians,15.8
1322,2009,MELAKA,Malaysian citizens,Others,1.4
1323,2009,MELAKA,Non Malaysian citizens,N.A,19.6
1324,2009,N.SEMBILAN,Total of employed,N.A,386.5
1325,2009,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,358.7
1326,2009,N.SEMBILAN,Malaysian citizens,Bumiputera,207.9
1327,2009,N.SEMBILAN,Malaysian citizens,Chinese,92.2
1328,2009,N.SEMBILAN,Malaysian citizens,Indians,57
1329,2009,N.SEMBILAN,Malaysian citizens,Others,1.6
1330,2009,N.SEMBILAN,Non Malaysian citizens,N.A,27.8
1331,2009,PAHANG,Total of employed,N.A,603.7
1332,2009,PAHANG,Malaysian citizens,Total Malaysian citizens,543.5
1333,2009,PAHANG,Malaysian citizens,Bumiputera,407
1334,2009,PAHANG,Malaysian citizens,Chinese,104.5
1335,2009,PAHANG,Malaysian citizens,Indians,28.9
1336,2009,PAHANG,Malaysian citizens,Others,3.1
1337,2009,PAHANG,Non Malaysian citizens,N.A,60.2
1338,2009,P.PINANG,Total of employed,N.A,689.8
1339,2009,P.PINANG,Malaysian citizens,Total Malaysian citizens,630.2
1340,2009,P.PINANG,Malaysian citizens,Bumiputera,269.5
1341,2009,P.PINANG,Malaysian citizens,Chinese,296.9
1342,2009,P.PINANG,Malaysian citizens,Indians,62.1
1343,2009,P.PINANG,Malaysian citizens,Others,1.7
1344,2009,P.PINANG,Non Malaysian citizens,N.A,59.6
1345,2009,PERAK,Total of employed,N.A,891.6
1346,2009,PERAK,Malaysian citizens,Total Malaysian citizens,850.9
1347,2009,PERAK,Malaysian citizens,Bumiputera,461
1348,2009,PERAK,Malaysian citizens,Chinese,276.6
1349,2009,PERAK,Malaysian citizens,Indians,111.1
1350,2009,PERAK,Malaysian citizens,Others,2.3
1351,2009,PERAK,Non Malaysian citizens,N.A,40.6
1352,2009,PERLIS,Total of employed,N.A,81.5
1353,2009,PERLIS,Malaysian citizens,Total Malaysian citizens,79.8
1354,2009,PERLIS,Malaysian citizens,Bumiputera,67.3
1355,2009,PERLIS,Malaysian citizens,Chinese,9.1
1356,2009,PERLIS,Malaysian citizens,Indians,1.1
1357,2009,PERLIS,Malaysian citizens,Others,2.3
1358,2009,PERLIS,Non Malaysian citizens,N.A,1.8
1359,2009,SELANGOR,Total of employed,N.A,2095.3
1360,2009,SELANGOR,Malaysian citizens,Total Malaysian citizens,1937.5
1361,2009,SELANGOR,Malaysian citizens,Bumiputera,1044.6
1362,2009,SELANGOR,Malaysian citizens,Chinese,614.2
1363,2009,SELANGOR,Malaysian citizens,Indians,259
1364,2009,SELANGOR,Malaysian citizens,Others,19.7
1365,2009,SELANGOR,Non Malaysian citizens,N.A,157.7
1366,2009,TERENGGANU,Total of employed,N.A,390.3
1367,2009,TERENGGANU,Malaysian citizens,Total Malaysian citizens,372.6
1368,2009,TERENGGANU,Malaysian citizens,Bumiputera,359.8
1369,2009,TERENGGANU,Malaysian citizens,Chinese,11.7
1370,2009,TERENGGANU,Malaysian citizens,Indians,0.6
1371,2009,TERENGGANU,Malaysian citizens,Others,0.4
1372,2009,TERENGGANU,Non Malaysian citizens,N.A,17.8
1373,2009,SABAH,Total of employed,N.A,1270.6
1374,2009,SABAH,Malaysian citizens,Total Malaysian citizens,891.7
1375,2009,SABAH,Malaysian citizens,Bumiputera,704.1
1376,2009,SABAH,Malaysian citizens,Chinese,127
1377,2009,SABAH,Malaysian citizens,Indians,26.9
1378,2009,SABAH,Malaysian citizens,Others,33.6
1379,2009,SABAH,Non Malaysian citizens,N.A,378.9
1380,2009,SARAWAK,Total of employed,N.A,977.5
1381,2009,SARAWAK,Malaysian citizens,Total Malaysian citizens,917.8
1382,2009,SARAWAK,Malaysian citizens,Bumiputera,663.7
1383,2009,SARAWAK,Malaysian citizens,Chinese,250.3
1384,2009,SARAWAK,Malaysian citizens,Indians,2.2
1385,2009,SARAWAK,Malaysian citizens,Others,1.7
1386,2009,SARAWAK,Non Malaysian citizens,N.A,59.6
1387,2009,W.P.KUALA LUMPUR,Total of employed,N.A,678.1
1388,2009,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,616.6
1389,2009,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,275.2
1390,2009,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,269.5
1391,2009,W.P.KUALA LUMPUR,Malaysian citizens,Indians,66.2
1392,2009,W.P.KUALA LUMPUR,Malaysian citizens,Others,5.7
1393,2009,W.P.KUALA LUMPUR,Non Malaysian citizens,N.A,61.5
1394,2009,W.P.LABUAN,Total of employed,N.A,35.5
