_id,Year,State,Marital Status,Person
639,2013,PERAK,Widowed,22.9
640,2013,PERAK,Divorced/permanently separated,13.6
641,2013,PERLIS,Total,94.3
642,2013,PERLIS,Never married,28.8
643,2013,PERLIS,Married,60.9
644,2013,PERLIS,Widowed,2.5
645,2013,PERLIS,Divorced/permanently separated,2.2
646,2013,SELANGOR,Total,2933.3
647,2013,SELANGOR,Never married,1008.2
648,2013,SELANGOR,Married,1843.5
649,2013,SELANGOR,Widowed,45.4
650,2013,SELANGOR,Divorced/permanently separated,36.2
651,2013,TERENGGANU,Total,407
652,2013,TERENGGANU,Never married,126.3
653,2013,TERENGGANU,Married,260.5
654,2013,TERENGGANU,Widowed,10.9
655,2013,TERENGGANU,Divorced/permanently separated,9.3
656,2013,SABAH,Total,1706
657,2013,SABAH,Never married,618.9
658,2013,SABAH,Married,1024.5
659,2013,SABAH,Widowed,30.1
660,2013,SABAH,Divorced/permanently separated,32.5
661,2013,SARAWAK,Total,1188.5
662,2013,SARAWAK,Never married,383.6
663,2013,SARAWAK,Married,753.6
664,2013,SARAWAK,Widowed,26.8
665,2013,SARAWAK,Divorced/permanently separated,24.5
666,2013,W.P.KUALA LUMPUR,Total,877.8
667,2013,W.P.KUALA LUMPUR,Never married,354.4
668,2013,W.P.KUALA LUMPUR,Married,489.5
669,2013,W.P.KUALA LUMPUR,Widowed,14.6
670,2013,W.P.KUALA LUMPUR,Divorced/permanently separated,19.4
671,2013,W.P.LABUAN,Total,40.1
672,2013,W.P.LABUAN,Never married,13.8
673,2013,W.P.LABUAN,Married,24.7
674,2013,W.P.LABUAN,Widowed,0.7
675,2013,W.P.LABUAN,Divorced/permanently separated,0.9
676,2013,W.P.PUTRAJAYA,Total,40.7
677,2013,W.P.PUTRAJAYA,Never married,8.6
678,2013,W.P.PUTRAJAYA,Married,31.4
679,2013,W.P.PUTRAJAYA,Widowed,0.3
680,2013,W.P.PUTRAJAYA,Divorced/permanently separated,0.5
681,2012,MALAYSIA,Total,12820.5
682,2012,MALAYSIA,Never married,4380
683,2012,MALAYSIA,Married,7944
684,2012,MALAYSIA,Widowed,268.5
685,2012,MALAYSIA,Divorced/permanently separated,228
686,2012,JOHOR,Total,1481.5
687,2012,JOHOR,Never married,514.7
688,2012,JOHOR,Married,910.7
689,2012,JOHOR,Widowed,30
690,2012,JOHOR,Divorced/permanently separated,26.2
691,2012,KEDAH,Total,786.9
692,2012,KEDAH,Never married,234.1
693,2012,KEDAH,Married,518.8
694,2012,KEDAH,Widowed,19.2
695,2012,KEDAH,Divorced/permanently separated,14.8
696,2012,KELANTAN,Total,578.7
697,2012,KELANTAN,Never married,164.9
698,2012,KELANTAN,Married,383.7
699,2012,KELANTAN,Widowed,15.1
700,2012,KELANTAN,Divorced/permanently separated,15
701,2012,MELAKA,Total,357
702,2012,MELAKA,Never married,129.9
703,2012,MELAKA,Married,212.2
704,2012,MELAKA,Widowed,8.2
705,2012,MELAKA,Divorced/permanently separated,6.7
706,2012,N.SEMBILAN,Total,442.1
707,2012,N.SEMBILAN,Never married,148.1
708,2012,N.SEMBILAN,Married,274.7
709,2012,N.SEMBILAN,Widowed,12.7
710,2012,N.SEMBILAN,Divorced/permanently separated,6.6
711,2012,PAHANG,Total,633.1
712,2012,PAHANG,Never married,205.6
713,2012,PAHANG,Married,403.8
714,2012,PAHANG,Widowed,16.1
715,2012,PAHANG,Divorced/permanently separated,7.6
716,2012,P.PINANG,Total,779.8
717,2012,P.PINANG,Never married,275.7
718,2012,P.PINANG,Married,471.1
719,2012,P.PINANG,Widowed,15.5
720,2012,P.PINANG,Divorced/permanently separated,17.5
721,2012,PERAK,Total,927.1
722,2012,PERAK,Never married,314.6
723,2012,PERAK,Married,575.3
724,2012,PERAK,Widowed,21.3
725,2012,PERAK,Divorced/permanently separated,16
726,2012,PERLIS,Total,87.1
727,2012,PERLIS,Never married,23.1
728,2012,PERLIS,Married,60
729,2012,PERLIS,Widowed,2.3
730,2012,PERLIS,Divorced/permanently separated,1.8
731,2012,SELANGOR,Total,2776.1
732,2012,SELANGOR,Never married,971.4
733,2012,SELANGOR,Married,1724.2
734,2012,SELANGOR,Widowed,46.1
735,2012,SELANGOR,Divorced/permanently separated,34.3
736,2012,TERENGGANU,Total,389.6
737,2012,TERENGGANU,Never married,122
738,2012,TERENGGANU,Married,249.6
739,2012,TERENGGANU,Widowed,10.3
740,2012,TERENGGANU,Divorced/permanently separated,7.7
741,2012,SABAH,Total,1537.4
742,2012,SABAH,Never married,571.6
743,2012,SABAH,Married,907.8
744,2012,SABAH,Widowed,29.2
745,2012,SABAH,Divorced/permanently separated,28.8
746,2012,SARAWAK,Total,1143.9
747,2012,SARAWAK,Never married,345.4
748,2012,SARAWAK,Married,748.2
749,2012,SARAWAK,Widowed,25
750,2012,SARAWAK,Divorced/permanently separated,25.3
751,2012,W.P.KUALA LUMPUR,Total,820.4
752,2012,W.P.KUALA LUMPUR,Never married,336.1
753,2012,W.P.KUALA LUMPUR,Married,449.4
754,2012,W.P.KUALA LUMPUR,Widowed,16.5
755,2012,W.P.KUALA LUMPUR,Divorced/permanently separated,18.4
756,2012,W.P.LABUAN,Total,39.4
757,2012,W.P.LABUAN,Never married,14
758,2012,W.P.LABUAN,Married,23.9
759,2012,W.P.LABUAN,Widowed,0.7
760,2012,W.P.LABUAN,Divorced/permanently separated,0.8
761,2012,W.P.PUTRAJAYA,Total,40.3
762,2012,W.P.PUTRAJAYA,Never married,9
763,2012,W.P.PUTRAJAYA,Married,30.5
764,2012,W.P.PUTRAJAYA,Widowed,0.3
765,2012,W.P.PUTRAJAYA,Divorced/permanently separated,0.5
766,2011,MALAYSIA,Total,12351.5
767,2011,MALAYSIA,Never married,4312.5
768,2011,MALAYSIA,Married,7606.3
769,2011,MALAYSIA,Widowed,227.2
770,2011,MALAYSIA,Divorced/permanently separated,205.5
771,2011,JOHOR,Total,1461.9
772,2011,JOHOR,Never married,540.2
773,2011,JOHOR,Married,877.7
774,2011,JOHOR,Widowed,23.1
775,2011,JOHOR,Divorced/permanently separated,20.9
776,2011,KEDAH,Total,743.4
777,2011,KEDAH,Never married,214.7
778,2011,KEDAH,Married,495.9
779,2011,KEDAH,Widowed,16.8
780,2011,KEDAH,Divorced/permanently separated,15.9
781,2011,KELANTAN,Total,544.6
782,2011,KELANTAN,Never married,146.5
783,2011,KELANTAN,Married,368.8
784,2011,KELANTAN,Widowed,15.4
785,2011,KELANTAN,Divorced/permanently separated,13.9
786,2011,MELAKA,Total,340.8
787,2011,MELAKA,Never married,118.2
788,2011,MELAKA,Married,209.4
789,2011,MELAKA,Widowed,7.7
790,2011,MELAKA,Divorced/permanently separated,5.5
791,2011,N.SEMBILAN,Total,416.1
792,2011,N.SEMBILAN,Never married,130.6
793,2011,N.SEMBILAN,Married,270.4
794,2011,N.SEMBILAN,Widowed,8.5
795,2011,N.SEMBILAN,Divorced/permanently separated,6.5
796,2011,PAHANG,Total,608.4
797,2011,PAHANG,Never married,204.2
798,2011,PAHANG,Married,384.3
799,2011,PAHANG,Widowed,11.9
800,2011,PAHANG,Divorced/permanently separated,8
801,2011,P.PINANG,Total,772.8
802,2011,P.PINANG,Never married,285.8
803,2011,P.PINANG,Married,452.5
804,2011,P.PINANG,Widowed,15
805,2011,P.PINANG,Divorced/permanently separated,19.4
806,2011,PERAK,Total,919.7
807,2011,PERAK,Never married,304.4
808,2011,PERAK,Married,579.2
809,2011,PERAK,Widowed,20.9
810,2011,PERAK,Divorced/permanently separated,15.2
811,2011,PERLIS,Total,83.3
812,2011,PERLIS,Never married,24.3
813,2011,PERLIS,Married,55.4
814,2011,PERLIS,Widowed,1.9
815,2011,PERLIS,Divorced/permanently separated,1.7
816,2011,SELANGOR,Total,2645.2
817,2011,SELANGOR,Never married,997.5
818,2011,SELANGOR,Married,1583
819,2011,SELANGOR,Widowed,32
820,2011,SELANGOR,Divorced/permanently separated,32.7
821,2011,TERENGGANU,Total,390.3
822,2011,TERENGGANU,Never married,120.2
823,2011,TERENGGANU,Married,253.6
824,2011,TERENGGANU,Widowed,10.7
825,2011,TERENGGANU,Divorced/permanently separated,5.8
826,2011,SABAH,Total,1474.4
827,2011,SABAH,Never married,538.5
828,2011,SABAH,Married,884.3
829,2011,SABAH,Widowed,26.1
830,2011,SABAH,Divorced/permanently separated,25.5
831,2011,SARAWAK,Total,1058.1
832,2011,SARAWAK,Never married,318.2
833,2011,SARAWAK,Married,699
834,2011,SARAWAK,Widowed,20.2
835,2011,SARAWAK,Divorced/permanently separated,20.7
836,2011,W.P.KUALA LUMPUR,Total,812.5
837,2011,W.P.KUALA LUMPUR,Never married,343.9
838,2011,W.P.KUALA LUMPUR,Married,439.8
839,2011,W.P.KUALA LUMPUR,Widowed,15.8
840,2011,W.P.KUALA LUMPUR,Divorced/permanently separated,13
841,2011,W.P.LABUAN,Total,38.6
842,2011,W.P.LABUAN,Never married,14
843,2011,W.P.LABUAN,Married,23.4
844,2011,W.P.LABUAN,Widowed,0.7
845,2011,W.P.LABUAN,Divorced/permanently separated,0.6
846,2011,W.P.PUTRAJAYA,Total,41.4
847,2011,W.P.PUTRAJAYA,Never married,11.2
848,2011,W.P.PUTRAJAYA,Married,29.6
849,2011,W.P.PUTRAJAYA,Widowed,0.4
850,2011,W.P.PUTRAJAYA,Divorced/permanently separated,0.3
851,2010,MALAYSIA,Total,11899.5
852,2010,MALAYSIA,Never married,4138
853,2010,MALAYSIA,Married,7355.4
854,2010,MALAYSIA,Widowed,220.6
855,2010,MALAYSIA,Divorced/permanently separated,185.5
856,2010,JOHOR,Total,1418.8
857,2010,JOHOR,Never married,533.1
858,2010,JOHOR,Married,841
859,2010,JOHOR,Widowed,24
860,2010,JOHOR,Divorced/permanently separated,20.7
861,2010,KEDAH,Total,725.7
862,2010,KEDAH,Never married,211.3
863,2010,KEDAH,Married,481.6
864,2010,KEDAH,Widowed,17.1
865,2010,KEDAH,Divorced/permanently separated,15.7
866,2010,KELANTAN,Total,534.2
867,2010,KELANTAN,Never married,128.8
868,2010,KELANTAN,Married,375.8
869,2010,KELANTAN,Widowed,17.2
870,2010,KELANTAN,Divorced/permanently separated,12.3
871,2010,MELAKA,Total,335.1
872,2010,MELAKA,Never married,119.7
873,2010,MELAKA,Married,202.9
874,2010,MELAKA,Widowed,6.7
875,2010,MELAKA,Divorced/permanently separated,5.7
876,2010,N.SEMBILAN,Total,405.4
877,2010,N.SEMBILAN,Never married,133.8
878,2010,N.SEMBILAN,Married,259.3
879,2010,N.SEMBILAN,Widowed,7.4
880,2010,N.SEMBILAN,Divorced/permanently separated,4.9
881,2010,PAHANG,Total,591
882,2010,PAHANG,Never married,198.9
883,2010,PAHANG,Married,371.1
884,2010,PAHANG,Widowed,13.2
885,2010,PAHANG,Divorced/permanently separated,7.8
886,2010,P.PINANG,Total,742.3
887,2010,P.PINANG,Never married,278.2
888,2010,P.PINANG,Married,438.1
889,2010,P.PINANG,Widowed,10.9
890,2010,P.PINANG,Divorced/permanently separated,15.2
891,2010,PERAK,Total,878.7
892,2010,PERAK,Never married,298.7
893,2010,PERAK,Married,548.2
894,2010,PERAK,Widowed,19.6
895,2010,PERAK,Divorced/permanently separated,12.1
896,2010,PERLIS,Total,80.9
897,2010,PERLIS,Never married,22.3
898,2010,PERLIS,Married,55.4
899,2010,PERLIS,Widowed,2
900,2010,PERLIS,Divorced/permanently separated,1.2
901,2010,SELANGOR,Total,2551.1
902,2010,SELANGOR,Never married,950.7
903,2010,SELANGOR,Married,1534.5
904,2010,SELANGOR,Widowed,39
905,2010,SELANGOR,Divorced/permanently separated,27
906,2010,TERENGGANU,Total,366.6
907,2010,TERENGGANU,Never married,112.9
908,2010,TERENGGANU,Married,238.3
909,2010,TERENGGANU,Widowed,8.8
910,2010,TERENGGANU,Divorced/permanently separated,6.6
911,2010,SABAH,Total,1398.6
912,2010,SABAH,Never married,499
913,2010,SABAH,Married,856.9
914,2010,SABAH,Widowed,21.1
915,2010,SABAH,Divorced/permanently separated,21.6
916,2010,SARAWAK,Total,1045.6
917,2010,SARAWAK,Never married,314.1
918,2010,SARAWAK,Married,692.9
919,2010,SARAWAK,Widowed,21.5
920,2010,SARAWAK,Divorced/permanently separated,17.2
921,2010,W.P.KUALA LUMPUR,Total,788
922,2010,W.P.KUALA LUMPUR,Never married,323.3
923,2010,W.P.KUALA LUMPUR,Married,436.2
924,2010,W.P.KUALA LUMPUR,Widowed,11.7
925,2010,W.P.KUALA LUMPUR,Divorced/permanently separated,16.9
926,2010,W.P.LABUAN,Total,37.6
927,2010,W.P.LABUAN,Never married,13.3
928,2010,W.P.LABUAN,Married,23.2
929,2010,W.P.LABUAN,Widowed,0.5
930,2010,W.P.LABUAN,Divorced/permanently separated,0.6
931,2009,MALAYSIA,Total,10897.3
932,2009,MALAYSIA,Never married,3570.8
933,2009,MALAYSIA,Married,6938.5
934,2009,MALAYSIA,Widowed,218.3
935,2009,MALAYSIA,Divorced/permanently separated,169.1
936,2009,JOHOR,Total,1306.3
937,2009,JOHOR,Never married,455.8
938,2009,JOHOR,Married,808.2
939,2009,JOHOR,Widowed,25.7
940,2009,JOHOR,Divorced/permanently separated,16.6
941,2009,KEDAH,Total,701.5
942,2009,KEDAH,Never married,216.5
943,2009,KEDAH,Married,456.4
944,2009,KEDAH,Widowed,16.8
945,2009,KEDAH,Divorced/permanently separated,11.8
946,2009,KELANTAN,Total,505.2
947,2009,KELANTAN,Never married,147
948,2009,KELANTAN,Married,332.8
949,2009,KELANTAN,Widowed,15.1
950,2009,KELANTAN,Divorced/permanently separated,10.3
951,2009,MELAKA,Total,284
952,2009,MELAKA,Never married,97.7
953,2009,MELAKA,Married,177.1
954,2009,MELAKA,Widowed,5.3
955,2009,MELAKA,Divorced/permanently separated,3.8
956,2009,N.SEMBILAN,Total,386.5
957,2009,N.SEMBILAN,Never married,123.9
958,2009,N.SEMBILAN,Married,248.8
959,2009,N.SEMBILAN,Widowed,7
960,2009,N.SEMBILAN,Divorced/permanently separated,6.7
961,2009,PAHANG,Total,603.7
962,2009,PAHANG,Never married,193.9
963,2009,PAHANG,Married,389.1
964,2009,PAHANG,Widowed,14
965,2009,PAHANG,Divorced/permanently separated,6.7
966,2009,P.PINANG,Total,689.8
967,2009,P.PINANG,Never married,234
968,2009,P.PINANG,Married,428.5
969,2009,P.PINANG,Widowed,14.4
970,2009,P.PINANG,Divorced/permanently separated,12.9
971,2009,PERAK,Total,891.6
972,2009,PERAK,Never married,329.8
973,2009,PERAK,Married,528.4
974,2009,PERAK,Widowed,21.2
975,2009,PERAK,Divorced/permanently separated,12.2
976,2009,PERLIS,Total,81.5
977,2009,PERLIS,Never married,24.1
978,2009,PERLIS,Married,53.7
979,2009,PERLIS,Widowed,2.1
980,2009,PERLIS,Divorced/permanently separated,1.5
981,2009,SELANGOR,Total,2095.3
982,2009,SELANGOR,Never married,673.7
983,2009,SELANGOR,Married,1359
984,2009,SELANGOR,Widowed,33.8
985,2009,SELANGOR,Divorced/permanently separated,28.5
986,2009,TERENGGANU,Total,390.3
987,2009,TERENGGANU,Never married,126.7
988,2009,TERENGGANU,Married,248.9
989,2009,TERENGGANU,Widowed,8.5
990,2009,TERENGGANU,Divorced/permanently separated,6.3
991,2009,SABAH,Total,1270.6
992,2009,SABAH,Never married,410.9
993,2009,SABAH,Married,814.9
994,2009,SABAH,Widowed,24.8
995,2009,SABAH,Divorced/permanently separated,19.9
996,2009,SARAWAK,Total,977.5
997,2009,SARAWAK,Never married,281.2
998,2009,SARAWAK,Married,661.3
999,2009,SARAWAK,Widowed,18.8
1000,2009,SARAWAK,Divorced/permanently separated,16.2
1001,2009,W.P.KUALA LUMPUR,Total,678.1
1002,2009,W.P.KUALA LUMPUR,Never married,242.7
1003,2009,W.P.KUALA LUMPUR,Married,409.9
1004,2009,W.P.KUALA LUMPUR,Widowed,10.2
1005,2009,W.P.KUALA LUMPUR,Divorced/permanently separated,15.2
1006,2009,W.P.LABUAN,Total,35.5
1007,2009,W.P.LABUAN,Never married,13
1008,2009,W.P.LABUAN,Married,21.4
1009,2009,W.P.LABUAN,Widowed,0.6
1010,2009,W.P.LABUAN,Divorced/permanently separated,0.4
1011,2008,MALAYSIA,Total,10659.6
1012,2008,MALAYSIA,Never married,3591
1013,2008,MALAYSIA,Married,6690.3
1014,2008,MALAYSIA,Widowed,208.9
1015,2008,MALAYSIA,Divorced/permanently separated,167.6
1016,2008,JOHOR,Total,1283.8
1017,2008,JOHOR,Never married,456.9
1018,2008,JOHOR,Married,786
1019,2008,JOHOR,Widowed,24.1
1020,2008,JOHOR,Divorced/permanently separated,16.6
1021,2008,KEDAH,Total,676
1022,2008,KEDAH,Never married,209
1023,2008,KEDAH,Married,440.9
1024,2008,KEDAH,Widowed,15.8
1025,2008,KEDAH,Divorced/permanently separated,10.4
1026,2008,KELANTAN,Total,486.4
1027,2008,KELANTAN,Never married,140.7
1028,2008,KELANTAN,Married,320.2
1029,2008,KELANTAN,Widowed,15.4
1030,2008,KELANTAN,Divorced/permanently separated,10.1
1031,2008,MELAKA,Total,286.8
1032,2008,MELAKA,Never married,95.2
1033,2008,MELAKA,Married,181.4
1034,2008,MELAKA,Widowed,5.8
1035,2008,MELAKA,Divorced/permanently separated,4.3
1036,2008,N.SEMBILAN,Total,387.1
1037,2008,N.SEMBILAN,Never married,131.7
1038,2008,N.SEMBILAN,Married,244
1039,2008,N.SEMBILAN,Widowed,6.6
1040,2008,N.SEMBILAN,Divorced/permanently separated,4.8
1041,2008,PAHANG,Total,589.8
1042,2008,PAHANG,Never married,199.4
1043,2008,PAHANG,Married,368.6
1044,2008,PAHANG,Widowed,12.8
1045,2008,PAHANG,Divorced/permanently separated,8.9
1046,2008,P.PINANG,Total,674.9
1047,2008,P.PINANG,Never married,237.9
1048,2008,P.PINANG,Married,412.7
1049,2008,P.PINANG,Widowed,11.8
1050,2008,P.PINANG,Divorced/permanently separated,12.4
1051,2008,PERAK,Total,858.9
1052,2008,PERAK,Never married,304.5
1053,2008,PERAK,Married,522
1054,2008,PERAK,Widowed,19.1
1055,2008,PERAK,Divorced/permanently separated,13
1056,2008,PERLIS,Total,81.5
1057,2008,PERLIS,Never married,22.8
1058,2008,PERLIS,Married,54.9
1059,2008,PERLIS,Widowed,2.1
1060,2008,PERLIS,Divorced/permanently separated,1.6
1061,2008,SELANGOR,Total,2092
1062,2008,SELANGOR,Never married,702.8
1063,2008,SELANGOR,Married,1323.5
1064,2008,SELANGOR,Widowed,36.3
1065,2008,SELANGOR,Divorced/permanently separated,28.7
1066,2008,TERENGGANU,Total,375.5
1067,2008,TERENGGANU,Never married,124.3
1068,2008,TERENGGANU,Married,235.1
1069,2008,TERENGGANU,Widowed,9.1
1070,2008,TERENGGANU,Divorced/permanently separated,7
1071,2008,SABAH,Total,1230.5
1072,2008,SABAH,Never married,419.9
1073,2008,SABAH,Married,770.8
1074,2008,SABAH,Widowed,20.9
1075,2008,SABAH,Divorced/permanently separated,18.7
1076,2008,SARAWAK,Total,921.7
1077,2008,SARAWAK,Never married,274.8
1078,2008,SARAWAK,Married,611.4
1079,2008,SARAWAK,Widowed,18.1
1080,2008,SARAWAK,Divorced/permanently separated,17.1
1081,2008,W.P.KUALA LUMPUR,Total,682.2
1082,2008,W.P.KUALA LUMPUR,Never married,260.3
1083,2008,W.P.KUALA LUMPUR,Married,398
1084,2008,W.P.KUALA LUMPUR,Widowed,10.3
1085,2008,W.P.KUALA LUMPUR,Divorced/permanently separated,13.6
1086,2008,W.P.LABUAN,Total,32.5
1087,2008,W.P.LABUAN,Never married,10.7
1088,2008,W.P.LABUAN,Married,20.7
1089,2008,W.P.LABUAN,Widowed,0.6
1090,2008,W.P.LABUAN,Divorced/permanently separated,0.4
1091,2007,MALAYSIA,Total,10538.1
1092,2007,MALAYSIA,Never married,3526.9
1093,2007,MALAYSIA,Married,6648
1094,2007,MALAYSIA,Widowed,210.6
1095,2007,MALAYSIA,Divorced/permanently separated,152.6
1096,2007,JOHOR,Total,1286.7
1097,2007,JOHOR,Never married,464.1
1098,2007,JOHOR,Married,786.3
1099,2007,JOHOR,Widowed,23.2
1100,2007,JOHOR,Divorced/permanently separated,13
1101,2007,KEDAH,Total,670.4
1102,2007,KEDAH,Never married,211
1103,2007,KEDAH,Married,433.4
1104,2007,KEDAH,Widowed,15.6
1105,2007,KEDAH,Divorced/permanently separated,10.4
1106,2007,KELANTAN,Total,473.1
1107,2007,KELANTAN,Never married,138.2
1108,2007,KELANTAN,Married,311.4
1109,2007,KELANTAN,Widowed,14.6
1110,2007,KELANTAN,Divorced/permanently separated,8.8
1111,2007,MELAKA,Total,284.3
1112,2007,MELAKA,Never married,96.6
1113,2007,MELAKA,Married,179.2
1114,2007,MELAKA,Widowed,4.9
1115,2007,MELAKA,Divorced/permanently separated,3.6
1116,2007,N.SEMBILAN,Total,381.6
1117,2007,N.SEMBILAN,Never married,131.8
1118,2007,N.SEMBILAN,Married,237.1
1119,2007,N.SEMBILAN,Widowed,7.2
1120,2007,N.SEMBILAN,Divorced/permanently separated,5.5
1121,2007,PAHANG,Total,561.9
1122,2007,PAHANG,Never married,182.6
1123,2007,PAHANG,Married,358.1
1124,2007,PAHANG,Widowed,14.8
1125,2007,PAHANG,Divorced/permanently separated,6.4
1126,2007,P.PINANG,Total,653.5
1127,2007,P.PINANG,Never married,233.1
1128,2007,P.PINANG,Married,401.5
1129,2007,P.PINANG,Widowed,10.6
1130,2007,P.PINANG,Divorced/permanently separated,8.4
1131,2007,PERAK,Total,852.2
1132,2007,PERAK,Never married,300.2
1133,2007,PERAK,Married,518.3
1134,2007,PERAK,Widowed,23
1135,2007,PERAK,Divorced/permanently separated,10.7
1136,2007,PERLIS,Total,80
1137,2007,PERLIS,Never married,22.8
1138,2007,PERLIS,Married,53.5
1139,2007,PERLIS,Widowed,2.3
1140,2007,PERLIS,Divorced/permanently separated,1.4
1141,2007,SELANGOR,Total,2064.2
1142,2007,SELANGOR,Never married,691
1143,2007,SELANGOR,Married,1316.9
1144,2007,SELANGOR,Widowed,30.6
1145,2007,SELANGOR,Divorced/permanently separated,25.7
1146,2007,TERENGGANU,Total,363
1147,2007,TERENGGANU,Never married,116.3
1148,2007,TERENGGANU,Married,231
1149,2007,TERENGGANU,Widowed,9
1150,2007,TERENGGANU,Divorced/permanently separated,6.7
1151,2007,SABAH,Total,1198.6
1152,2007,SABAH,Never married,405
1153,2007,SABAH,Married,750.2
1154,2007,SABAH,Widowed,23.2
1155,2007,SABAH,Divorced/permanently separated,20.1
1156,2007,SARAWAK,Total,954.1
1157,2007,SARAWAK,Never married,271.7
1158,2007,SARAWAK,Married,646.1
1159,2007,SARAWAK,Widowed,19.2
1160,2007,SARAWAK,Divorced/permanently separated,17.2
1161,2007,W.P.KUALA LUMPUR,Total,682.1
1162,2007,W.P.KUALA LUMPUR,Never married,249.8
1163,2007,W.P.KUALA LUMPUR,Married,406.3
1164,2007,W.P.KUALA LUMPUR,Widowed,11.7
1165,2007,W.P.KUALA LUMPUR,Divorced/permanently separated,14.2
1166,2007,W.P.LABUAN,Total,32.6
1167,2007,W.P.LABUAN,Never married,12.6
1168,2007,W.P.LABUAN,Married,18.7
1169,2007,W.P.LABUAN,Widowed,0.7
1170,2007,W.P.LABUAN,Divorced/permanently separated,0.5
1171,2006,MALAYSIA,Total,10275.4
1172,2006,MALAYSIA,Never married,3430.1
1173,2006,MALAYSIA,Married,6513.9
1174,2006,MALAYSIA,Widowed,196.3
1175,2006,MALAYSIA,Divorced/permanently separated,135.1
1176,2006,JOHOR,Total,1258.1
1177,2006,JOHOR,Never married,448.8
1178,2006,JOHOR,Married,775.7
1179,2006,JOHOR,Widowed,20.8
1180,2006,JOHOR,Divorced/permanently separated,12.9
1181,2006,KEDAH,Total,656.8
1182,2006,KEDAH,Never married,200.6
1183,2006,KEDAH,Married,432.8
1184,2006,KEDAH,Widowed,15.6
1185,2006,KEDAH,Divorced/permanently separated,7.8
1186,2006,KELANTAN,Total,458.4
1187,2006,KELANTAN,Never married,132.8
1188,2006,KELANTAN,Married,305.1
1189,2006,KELANTAN,Widowed,11.7
1190,2006,KELANTAN,Divorced/permanently separated,8.7
1191,2006,MELAKA,Total,273.1
1192,2006,MELAKA,Never married,96
1193,2006,MELAKA,Married,167.2
1194,2006,MELAKA,Widowed,6.1
1195,2006,MELAKA,Divorced/permanently separated,3.9
1196,2006,N.SEMBILAN,Total,378.7
1197,2006,N.SEMBILAN,Never married,128.2
1198,2006,N.SEMBILAN,Married,237.2
1199,2006,N.SEMBILAN,Widowed,7.4
1200,2006,N.SEMBILAN,Divorced/permanently separated,6.1
1201,2006,PAHANG,Total,557.4
1202,2006,PAHANG,Never married,199.4
1203,2006,PAHANG,Married,342.1
1204,2006,PAHANG,Widowed,10.8
1205,2006,PAHANG,Divorced/permanently separated,5.1
1206,2006,P.PINANG,Total,647.7
1207,2006,P.PINANG,Never married,227.1
1208,2006,P.PINANG,Married,400.7
1209,2006,P.PINANG,Widowed,10.7
1210,2006,P.PINANG,Divorced/permanently separated,9.2
1211,2006,PERAK,Total,815.9
1212,2006,PERAK,Never married,279.9
1213,2006,PERAK,Married,506
1214,2006,PERAK,Widowed,21.8
1215,2006,PERAK,Divorced/permanently separated,8.1
1216,2006,PERLIS,Total,74.5
1217,2006,PERLIS,Never married,20.1
1218,2006,PERLIS,Married,51
1219,2006,PERLIS,Widowed,1.8
1220,2006,PERLIS,Divorced/permanently separated,1.7
1221,2006,SELANGOR,Total,2017.7
1222,2006,SELANGOR,Never married,662.6
1223,2006,SELANGOR,Married,1303
1224,2006,SELANGOR,Widowed,28.2
1225,2006,SELANGOR,Divorced/permanently separated,23.9
1226,2006,TERENGGANU,Total,351.5
1227,2006,TERENGGANU,Never married,108.7
1228,2006,TERENGGANU,Married,229.9
1229,2006,TERENGGANU,Widowed,7.3
1230,2006,TERENGGANU,Divorced/permanently separated,5.7
1231,2006,SABAH,Total,1160.2
1232,2006,SABAH,Never married,391.7
1233,2006,SABAH,Married,726.2
1234,2006,SABAH,Widowed,23.6
1235,2006,SABAH,Divorced/permanently separated,18.7
1236,2006,SARAWAK,Total,918.3
1237,2006,SARAWAK,Never married,271.5
1238,2006,SARAWAK,Married,614.2
1239,2006,SARAWAK,Widowed,20.4
1240,2006,SARAWAK,Divorced/permanently separated,12.3
1241,2006,W.P.KUALA LUMPUR,Total,676.6
1242,2006,W.P.KUALA LUMPUR,Never married,251.5
1243,2006,W.P.KUALA LUMPUR,Married,404.5
1244,2006,W.P.KUALA LUMPUR,Widowed,9.8
1245,2006,W.P.KUALA LUMPUR,Divorced/permanently separated,10.8
1246,2006,W.P.LABUAN,Total,30.5
1247,2006,W.P.LABUAN,Never married,11.5
1248,2006,W.P.LABUAN,Married,18.3
1249,2006,W.P.LABUAN,Widowed,0.4
1250,2006,W.P.LABUAN,Divorced/permanently separated,0.4
1251,2005,MALAYSIA,Total,10045.4
1252,2005,MALAYSIA,Never married,3375.9
1253,2005,MALAYSIA,Married,6347.9
1254,2005,MALAYSIA,Widowed,200.2
1255,2005,MALAYSIA,Divorced/permanently separated,121.1
1256,2005,JOHOR,Total,1237.1
1257,2005,JOHOR,Never married,445
1258,2005,JOHOR,Married,756.4
1259,2005,JOHOR,Widowed,21.9
1260,2005,JOHOR,Divorced/permanently separated,13.8
1261,2005,KEDAH,Total,652.8
1262,2005,KEDAH,Never married,208.7
1263,2005,KEDAH,Married,418.8
1264,2005,KEDAH,Widowed,16.2
1265,2005,KEDAH,Divorced/permanently separated,9.1
1266,2005,KELANTAN,Total,438.8
1267,2005,KELANTAN,Never married,119.9
1268,2005,KELANTAN,Married,298.2
1269,2005,KELANTAN,Widowed,12.4
