_id,Year,Country/State,Classification,Occupation,Person ('000)
774,2015,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",940.3
775,2015,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,58.6
776,2015,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,122.8
777,2015,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,163.8
778,2015,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,136.8
779,2015,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,367.9
780,2015,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,225.7
781,2015,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,248.5
782,2015,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,193.6
783,2015,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",64.9
784,2015,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,23.4
785,2015,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,70.9
786,2015,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,66.5
787,2015,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,60.4
788,2015,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,228.0
789,2015,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,109.6
790,2015,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,137.2
791,2015,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,104.8
792,2015,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",80.8
793,2015,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,12.1
794,2015,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,60.1
795,2015,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,37.2
796,2015,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,36.0
797,2015,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,203.4
798,2015,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,98.4
799,2015,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,38.6
800,2015,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,88.7
801,2015,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",77.5
802,2015,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,15.4
803,2015,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,42.8
804,2015,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,51.2
805,2015,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,37.4
806,2015,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,110.0
807,2015,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,41.4
808,2015,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,57.4
809,2015,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,32.9
810,2015,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",9.9
811,2015,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,17.9
812,2015,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,50.5
813,2015,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,52.9
814,2015,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,52.9
815,2015,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,169.6
816,2015,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,75.5
817,2015,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,66.4
818,2015,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,129.9
819,2015,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",81.9
820,2015,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,37.3
821,2015,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,84.6
822,2015,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,86.9
823,2015,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,79.3
824,2015,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,251.0
825,2015,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,137.9
826,2015,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,124.1
827,2015,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,108.2
828,2015,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",72.6
829,2015,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,2.6
830,2015,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,9.4
831,2015,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,6.9
832,2015,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,6.5
833,2015,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,29.8
834,2015,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,13.0
835,2015,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,9.5
836,2015,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,9.2
837,2015,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",11.2
838,2015,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,300.0
839,2015,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,488.4
840,2015,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,443.6
841,2015,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,341.1
842,2015,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,607.9
843,2015,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,285.1
844,2015,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,336.0
845,2015,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,304.6
846,2015,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",28.2
847,2015,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,11.6
848,2015,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,41.4
849,2015,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,34.6
850,2015,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,29.5
851,2015,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,105.2
852,2015,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,89.1
853,2015,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,30.7
854,2015,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,47.5
855,2015,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",30.7
856,2015,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,53.1
857,2015,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,111.0
858,2015,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,79.5
859,2015,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,111.1
860,2015,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,358.6
861,2015,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,169.9
862,2015,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,145.0
863,2015,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,492.9
864,2015,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",250.2
865,2015,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,39.6
866,2015,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,91.5
867,2015,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,92.7
868,2015,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,93.9
869,2015,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,239.5
870,2015,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,154.1
871,2015,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,115.7
872,2015,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,197.6
873,2015,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",190.2
874,2015,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,80.6
875,2015,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,144.2
876,2015,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,115.4
877,2015,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,109.5
878,2015,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,209.7
879,2015,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,57.7
880,2015,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,49.4
881,2015,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,86.5
882,2015,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",0.4
883,2015,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,1.4
884,2015,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,3.2
885,2015,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,5.7
886,2015,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,6.2
887,2015,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,7.4
888,2015,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,6.7
889,2015,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,3.2
890,2015,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,4.5
891,2015,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",1.2
892,2015,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,3.2
893,2015,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,8.2
894,2015,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,7.6
895,2015,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,10.6
896,2015,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,4.7
897,2015,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,0.5
898,2015,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,0.8
899,2015,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,2.8
900,2015,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",0.1
901,2015,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,20.7
902,2015,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,41.2
903,2015,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,52.0
904,2015,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,41.1
905,2015,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,120.7
906,2015,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,40.4
907,2015,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,57.0
908,2015,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,64.8
909,2015,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",30.9
910,2015,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,41.0
911,2015,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,91.8
912,2015,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,110.4
913,2015,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,88.7
914,2015,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,175.5
915,2015,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,73.8
916,2015,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,165.9
917,2015,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,77.3
918,2015,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",9.7
919,2014,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,664.4
920,2014,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,1376.5
921,2014,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,1367.2
922,2014,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,1237.8
923,2014,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,3169.3
924,2014,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,1555.1
925,2014,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,1659.1
926,2014,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,1820.8
927,2014,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",1002.4
928,2014,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,55.8
929,2014,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,129.1
930,2014,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,180.4
931,2014,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,142.1
932,2014,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,350.1
933,2014,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,226.9
934,2014,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,247.5
935,2014,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,176.7
936,2014,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",71.1
937,2014,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,30.7
938,2014,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,67.1
939,2014,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,66.9
940,2014,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,55.0
941,2014,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,222.5
942,2014,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,107.4
943,2014,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,115.4
944,2014,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,109.8
945,2014,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",85.0
946,2014,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,9.6
947,2014,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,55.8
948,2014,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,34.2
949,2014,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,31.9
950,2014,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,184.4
951,2014,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,92.1
952,2014,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,36.2
953,2014,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,75.0
954,2014,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",105.9
955,2014,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,16.9
956,2014,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,36.5
957,2014,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,44.4
958,2014,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,34.6
959,2014,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,114.4
960,2014,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,40.0
961,2014,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,65.9
962,2014,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,31.3
963,2014,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",10.9
964,2014,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,13.9
965,2014,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,50.1
966,2014,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,48.7
967,2014,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,53.8
968,2014,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,171.1
969,2014,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,77.7
970,2014,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,64.5
971,2014,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,127.2
972,2014,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",76.2
973,2014,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,35.7
974,2014,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,75.0
975,2014,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,79.5
976,2014,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,79.5
977,2014,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,242.9
978,2014,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,129.0
979,2014,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,130.0
980,2014,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,112.5
981,2014,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",70.0
982,2014,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,3.5
983,2014,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,8.8
984,2014,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,5.9
985,2014,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,7.3
986,2014,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,28.5
987,2014,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,12.0
988,2014,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,8.5
989,2014,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,8.5
990,2014,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",12.2
991,2014,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,238.5
992,2014,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,452.4
993,2014,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,426.2
994,2014,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,341.8
995,2014,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,632.1
996,2014,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,224.7
997,2014,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,408.1
998,2014,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,286.5
999,2014,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",23.2
1000,2014,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,11.8
1001,2014,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,37.7
1002,2014,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,36.3
1003,2014,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,29.3
1004,2014,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,102.2
1005,2014,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,88.0
1006,2014,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,32.5
1007,2014,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,46.8
1008,2014,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",30.3
1009,2014,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,55.8
1010,2014,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,92.5
1011,2014,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,82.3
1012,2014,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,120.8
1013,2014,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,344.3
1014,2014,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,187.4
1015,2014,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,185.2
1016,2014,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,415.9
1017,2014,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",256.8
1018,2014,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,42.4
1019,2014,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,83.0
1020,2014,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,85.7
1021,2014,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,92.0
1022,2014,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,231.9
1023,2014,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,167.3
1024,2014,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,106.3
1025,2014,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,211.2
1026,2014,SARAWAK,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",212.5
1027,2014,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,72.1
1028,2014,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,151.1
1029,2014,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,113.5
1030,2014,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,104.3
1031,2014,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,216.0
1032,2014,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,60.2
1033,2014,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,51.5
1034,2014,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,83.1
1035,2014,W.P.KUALA LUMPUR,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",0.1
1036,2014,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,1.5
1037,2014,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,3.6
